"Cell","Key","Value","Improvement"
1,"Lon","67.5",13.9367093814208
1,"Lat","-2.5",13.3370728704713
1,"Lat","-7.5",3.91169073840047
1,"Lon","57.5",3.58416705166837
1,"Lat","-17.5",2.40747490986269
1,"Lon","72.5",2.04805166616916
1,"Lon","37.5",1.95007830072336
1,"Lon","62.5",1.89647941482599
1,"Lon","42.5",1.82590752506712
1,"Lon","77.5",1.79043563580854
1,"Lon","47.5",1.36620349490113
1,"Lon","82.5",1.0877247212502
1,"Lon","92.5",0.958017301891232
1,"Lon","87.5",0.915002571432524
1,"Lat","-22.5",0.774992335323077
1,"Lat","-12.5",0.654430223865347
1,"Lon","52.5",0.612914808750247
2,"Lon","47.5",3.09847941924647
2,"Lat","7.5",2.59825941448321
2,"Lon","52.5",2.51777769912235
2,"Lon","57.5",1.65515229147161
2,"Lon","62.5",0.755591696192027
2,"Lon","67.5",0.343717585696822
2,"Lon","87.5",0.241458135194648
3,"Lon","57.5",1.16476922309189
3,"Lat","17.5",0.9381787999952
3,"Lon","62.5",0.672269901711289
