"Cell","Key","Value","Improvement"
1,"Lat","-2.5",15.3145973747678
1,"Lon","67.5",11.9864890532754
1,"Lat","-7.5",4.70275298995602
1,"Lon","57.5",3.9890568439605
1,"Lon","77.5",3.90368386573664
1,"Lon","72.5",3.87606975683411
1,"Lon","42.5",2.90917664992321
1,"Lon","47.5",2.24726753515915
1,"Lat","-17.5",2.21890870308835
1,"Lon","37.5",2.14187191155997
1,"Lon","82.5",1.89772376821384
1,"Lat","-22.5",1.49110462315548
1,"Lon","52.5",1.41835934251685
1,"Lon","62.5",1.15030442356692
1,"Lon","87.5",1.09861052447923
1,"Lon","92.5",0.946456939546806
1,"Lat","-12.5",0.864053587491981
2,"Lat","7.5",8.72176735319908
2,"Lat","12.5",5.56434588057084
2,"Lon","47.5",3.85126270592104
2,"Lon","52.5",2.67662170592905
2,"Lon","62.5",1.64602904676269
2,"Lon","57.5",1.61451781394476
2,"Lon","87.5",1.16105645825053
2,"Lat","17.5",0.937305868192539
2,"Lon","67.5",0.795875553719156
