"Cell","year","quarter","0","10","15","20","25","30","35","40","45","50","55","60","65","70","75","80","85","90","95","100","105","110","115","120","125","130","135","140","145","150","155","160","165","170","175","180","185","190","195"
1,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,32,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,3,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0.0833333333333333,0.0833333333333333,0,0,0,0.0833333333333333,0,0.0833333333333333,0.166666666666667,0.0833333333333333,0,0.166666666666667,0.0833333333333333,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0
1,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
1,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0
1,34,3,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0,0.1,0.1,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0
1,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0,0.5,0,0,0,0,0,0,0,0,0,0
1,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0
1,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.166666666666667,0,0,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0,0
1,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
1,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
1,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0
1,42,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0
1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0
1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0
1,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0.0555555555555556,0.0555555555555556,0,0.111111111111111,0,0.0555555555555556,0,0.111111111111111,0.166666666666667,0.111111111111111,0.111111111111111,0.0555555555555556,0,0.0555555555555556,0,0,0.0555555555555556,0,0,0,0,0,0,0,0
1,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0
